"","j_sys_pwsid","j_pop","j_conn","j_sys_name","j_county","j_class_new","r_sys_pwsid","r_sys_name","r_type","r_county","route_name","distance_feet","merge_type","elevation_j","elevation_r","route_elev_min","route_elev_max","route_elev_mean","route_elev_range"
"433","CA1500494",66,20,"WILSON ROAD WATER COMMUNITY","KERN","SWS","CA1510003","CWS - BAKERSFIELD","Community water system","KERN","CA1500494 WILSON ROAD WATER COMMUNITY - CA1510003 CWS - BAKERSFIELD",15082.5048447216,"Route",139.89275,120.94275,120.94275,139.89674,127.041807,18.95399
"434","CA1500495",1500,21,"AERA ENERGY-LLC","KERN","SWS","CA1510022","WEST KERN WATER DISTRICT","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"435","CA1500507",105,32,"ST. CLAIR RANCHOS MUTUAL WATER CO.","KERN","SWS","CA1510029","VAUGHN WC INC","Community water system","KERN","CA1500507 ST. CLAIR RANCHOS MUTUAL WATER CO. - CA1510029 VAUGHN WC INC",1445.867092692,"Route",107.69021,107.5204,107.5204,107.70861,107.635198,0.18821
"436","CA1500518",38,5,"AGBAYANI VILLAGE WATER SYSTEM","KERN","SWS","CA1510802","KERN VALLEY STATE PRISON","Community water system","KERN","CA1500518 AGBAYANI VILLAGE WATER SYSTEM - CA1510802 KERN VALLEY STATE PRISON",6069.4740658464,"Route",84.88854,81.68063,81.68063,85.31924,83.47339,3.63861
"437","CA1500535",200,55,"MANON MANOR MUTUAL WATER COMPANY","KERN","SWS","CA1510029","VAUGHN WC INC","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"438","CA1500542",275,104,"WILLOW SPRINGS MOBILE HOME PARK","KERN","SWS","CA1510020","TEHACHAPI, CITY OF","Community water system","KERN","CA1500542 WILLOW SPRINGS MOBILE HOME PARK - CA1510020 TEHACHAPI, CITY OF",3070.55211037872,"Route",1219.9906,1223.09778,1218.58105,1223.09778,1221.119929,4.51673
"439","CA1500543",60,16,"AGAPE MUTUAL WATER SYSTEM","KERN","SWS","CA1510029","VAUGHN WC INC","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"440","CA1500544",365,89,"ENOS LANE PUBLIC UTILITY DISTRICT","KERN","SWS","CA1510029","VAUGHN WC INC","Community water system","KERN","CA1500544 ENOS LANE PUBLIC UTILITY DISTRICT - CA1510029 VAUGHN WC INC",11831.4160463136,"Route",100.28809,102.97008,99.96291,102.97008,100.684677,3.00717
"441","CA1500546",138,49,"HARVEST MOON MUTUAL WATER CO","KERN","SWS","CA1510029","VAUGHN WC INC","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"442","CA1500553",62,24,"RANCHOS DEL RIO","KERN","SWS","CA1510003","CWS - BAKERSFIELD","Community water system","KERN","CA1500553 RANCHOS DEL RIO - CA1510003 CWS - BAKERSFIELD",1706.834651148,"Route",130.76306,129.05875,129.05875,130.77905,130.114925,1.7203
"443","CA1500554",87,28,"EAST INYOKERN MUTUAL WATER","KERN","SWS","CA1510017","INDIAN WELLS VALLEY W.D.","Community water system","KERN","CA1500554 EAST INYOKERN MUTUAL WATER - CA1510017 INDIAN WELLS VALLEY W.D.",11978.8231623456,"Route",747.08099,735.40741,735.40741,747.08899,739.505219,11.68158
"444","CA1500555",200,51,"MUSTANG MUTUAL WATER SYSTEM","KERN","SWS","CA1510029","VAUGHN WC INC","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"445","CA1500557",393,95,"STOCKDALE RANCHOS MUTUAL WATER CO","KERN","SWS","CA1510031","BAKERSFIELD, CITY OF","Community water system","KERN","CA1500557 STOCKDALE RANCHOS MUTUAL WATER CO - CA1510031 BAKERSFIELD, CITY OF",792.22347365568,"Route",110.50555,110.35599,110.31731,110.51555,110.38921,0.19824
"446","CA1500560",42,15,"KRANENBURG WATER SYSTEM","KERN","SWS","CA1510029","VAUGHN WC INC","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"447","CA1500563",198,60,"CHINA LAKE ACRES MUTUAL WATER COMPANY","KERN","SWS","CA1510017","INDIAN WELLS VALLEY W.D.","Community water system","KERN","CA1500563 CHINA LAKE ACRES MUTUAL WATER COMPANY - CA1510017 INDIAN WELLS VALLEY W.D.",436.988994663936,"Route",738.91199,737.99683,737.99683,738.92084,738.458835,0.92401
"448","CA1500564",25,12,"HOMETOWN WATER ASSOCIATION","KERN","SWS","CA1510017","INDIAN WELLS VALLEY W.D.","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"449","CA1500571",73,60,"LUCKY 18 ON ROSAMOND, LLC","KERN","SWS","CA1510018","ROSAMOND CSD","Community water system","KERN","CA1500571 LUCKY 18 ON ROSAMOND, LLC - CA1510018 ROSAMOND CSD",149.067246435888,"Route",730.07379,731.55029,731.55029,731.65887,731.60458,0.10858
"450","CA1500575",165,61,"SAN JOAQUIN ESTATES MUTUAL WATER COMPANY","KERN","SWS","CA1510003","CWS - BAKERSFIELD","Community water system","KERN","CA1500575 SAN JOAQUIN ESTATES MUTUAL WATER COMPANY - CA1510003 CWS - BAKERSFIELD",11176.2154150416,"Route",134.49475,120.94275,120.94275,134.50876,126.294184,13.56601
"451","CA1500579",27,18,"LIFE WATER CO-OP","KERN","SWS","CA1510017","INDIAN WELLS VALLEY W.D.","Community water system","KERN","CA1500579 LIFE WATER CO-OP - CA1510017 INDIAN WELLS VALLEY W.D.",11785.1107649616,"Route",756.43286,773.3316,756.38177,773.3316,765.137894,16.94983
"452","CA1500584",90,32,"GOOSELAKE WATER COMPANY","KERN","SWS","CA1510029","VAUGHN WC INC","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"453","CA1500585",100,39,"OASIS PROPERTY OWNERS ASSOCIATION","KERN","SWS","CA1510003","CWS - BAKERSFIELD","Community water system","KERN","CA1500585 OASIS PROPERTY OWNERS ASSOCIATION - CA1510003 CWS - BAKERSFIELD",12210.8433230256,"Route",118.19265,120.94275,116.98983,125.75416,123.710013,8.76433
"454","CA1502231",940,2,"ROSAMOND SCHOOL WATER SYSTEM","KERN","SWS","CA1510018","ROSAMOND CSD","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"455","CA1502232",175,79,"ROSAMOND MOBILEHOME PARK","KERN","SWS","CA1510018","ROSAMOND CSD","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"456","CA1502247",82,63,"DESERT BREEZE MOBILE HOME ESTATES","KERN","SWS","CA1510018","ROSAMOND CSD","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"457","CA1502277",30,4,"TEHACHAPI CUMMINGS COUNTY WATER DISTRICT","KERN","SWS","CA1510045","GOLDEN HILLS CSD","Community water system","KERN","CA1502277 TEHACHAPI CUMMINGS COUNTY WATER DISTRICT - CA1510045 GOLDEN HILLS CSD",15679.2568005744,"Route",1330.90845,1268.87915,1263.26501,1356.67603,1306.682084,93.41102
"458","CA1502383",32,16,"NORD ROAD WATER ASSOCIATION","KERN","SWS","CA1510029","VAUGHN WC INC","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"459","CA1502398",30,7,"FARMER JOHN EGG RANCH #2","KERN","SWS","CA1510003","CWS - BAKERSFIELD","Community water system","KERN","CA1502398 FARMER JOHN EGG RANCH #2 - CA1510003 CWS - BAKERSFIELD",15425.5047471888,"Route",110.48064,111.82845,109.60065,111.82845,110.496441,2.2278
"460","CA1502465",45,16,"PANAMA ROAD PROPERTY OWNERS ASSOC","KERN","SWS","CA1510003","CWS - BAKERSFIELD","Community water system","KERN","CA1502465 PANAMA ROAD PROPERTY OWNERS ASSOC - CA1510003 CWS - BAKERSFIELD",15301.0855262496,"Route",104.87912,106.49471,104.42191,106.49471,106.068207,2.0728
"461","CA1502545",27,8,"SCHWEIKART WATER SYSTEM","KERN","SWS","CA1510029","VAUGHN WC INC","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"462","CA1502561",300,30,"CHEVRON SAN JOAQUIN","KERN","SWS","CA1510015","OILDALE MWC","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"463","CA1502569",35,13,"FIRST MUTUAL WATER SYSTEM","KERN","SWS","CA1510018","ROSAMOND CSD","Community water system","KERN","CA1502569 FIRST MUTUAL WATER SYSTEM - CA1510018 ROSAMOND CSD",799.601274252,"Route",726.33411,725.64233,725.64233,726.06641,725.871093,0.42408
"464","CA1502580",40,2,"GRANITE CONSTRUCTION WATER SYSTEM","KERN","SWS","CA1510015","OILDALE MWC","Community water system","KERN","CA1502580 GRANITE CONSTRUCTION WATER SYSTEM - CA1510015 OILDALE MWC",6811.463335512,"Route",193.42926,192.35565,190.20697,196.50714,192.319183,6.30017
"465","CA1502600",64,23,"WEGIS MUTUAL WATER COMPANY","KERN","SWS","CA1510029","VAUGHN WC INC","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"466","CA1502608",79,24,"OWENS PEAK WEST","KERN","SWS","CA1510017","INDIAN WELLS VALLEY W.D.","Community water system","KERN","CA1502608 OWENS PEAK WEST - CA1510017 INDIAN WELLS VALLEY W.D.",8744.3149133472,"Route",760.74969,773.3316,759.83478,773.3316,766.651481,13.49682
"467","CA1502619",26,13,"SOUTH DESERT MUTUAL WATER COMPANY","KERN","SWS","CA1510017","INDIAN WELLS VALLEY W.D.","Community water system","KERN","CA1502619 SOUTH DESERT MUTUAL WATER COMPANY - CA1510017 INDIAN WELLS VALLEY W.D.",9373.4244325392,"Route",759.2431,773.19702,758.49268,773.19702,764.335981,14.70434
"468","CA1502622",50,15,"GOSFORD ROAD WATER COMPANY","KERN","SWS","CA1510031","BAKERSFIELD, CITY OF","Community water system","KERN","CA1502622 GOSFORD ROAD WATER COMPANY - CA1510031 BAKERSFIELD, CITY OF",14005.6200301248,"Route",99.85609,105.75469,99.95598,105.75469,101.41461,5.79871
"469","CA1502629",39,14,"HEATH BRIMHALL P.O.A.","KERN","SWS","CA1510029","VAUGHN WC INC","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"470","CA1502659",40,17,"OWENS PEAK SOUTH","KERN","SWS","CA1510017","INDIAN WELLS VALLEY W.D.","Community water system","KERN","CA1502659 OWENS PEAK SOUTH - CA1510017 INDIAN WELLS VALLEY W.D.",9524.7790475376,"Route",763.30688,773.3316,762.48358,773.3316,767.024812,10.84802
"471","CA1502663",73,22,"TOWN & COUNTRY WATER COMPANY","KERN","SWS","CA1510055","CWS - NORTH GARDEN","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"472","CA1502670",240,72,"FAIRVIEW WATER COMPANY, LLC","KERN","SWS","CA1510038","BEAR VALLEY CSD","Community water system","KERN","CA1502670 FAIRVIEW WATER COMPANY, LLC - CA1510038 BEAR VALLEY CSD",3778.61794689984,"Route",1169.06958,1214.90405,1168.75903,1214.90405,1190.203245,46.14502
"473","CA1502673",154,2,"GATEWAY MARKET WATER SYSTEM","KERN","SWS","CA1510017","INDIAN WELLS VALLEY W.D.","Community water system","KERN","CA1502673 GATEWAY MARKET WATER SYSTEM - CA1510017 INDIAN WELLS VALLEY W.D.",10736.459959368,"Route",742.50275,735.40741,735.40741,743.34473,739.213659,7.93732
"474","CA1502690",119,36,"DUNE 3 MUTUAL WATER COMPANY, LLC","KERN","SWS","CA1510017","INDIAN WELLS VALLEY W.D.","Community water system","KERN","CA1502690 DUNE 3 MUTUAL WATER COMPANY, LLC - CA1510017 INDIAN WELLS VALLEY W.D.",1303.84255017456,"Route",741.53522,737.74731,737.74731,740.71051,739.072893,2.9632
"475","CA1502691",130,1,"WILDLAND TRAINING CENTER","KERN","SWS","CA1510020","TEHACHAPI, CITY OF","Community water system","KERN","CA1502691 WILDLAND TRAINING CENTER - CA1510020 TEHACHAPI, CITY OF",6948.0992762016,"Route",1213.02551,1223.09778,1213.17273,1223.09778,1220.232709,9.92505
"476","CA1502695",60,2,"BUTTERMILK ACRES WATER SYSTEM","KERN","SWS","CA1510017","INDIAN WELLS VALLEY W.D.","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"477","CA1502699",35,14,"EAST WILSON ROAD WATER COMPANY","KERN","SWS","CA1510003","CWS - BAKERSFIELD","Community water system","KERN","CA1502699 EAST WILSON ROAD WATER COMPANY - CA1510003 CWS - BAKERSFIELD",7910.2786546608,"Route",124.10364,120.94275,120.94275,125.75416,124.175324,4.81141
"478","CA1502717",108,19,"MOUNTAIN VALLEY AIRPORT","KERN","SWS","CA1510020","TEHACHAPI, CITY OF","Community water system","KERN","CA1502717 MOUNTAIN VALLEY AIRPORT - CA1510020 TEHACHAPI, CITY OF",6888.966781224,"Route",1276.76257,1249.51208,1249.51208,1275.93445,1261.75894,26.42237
"479","CA1502744",39,10,"60TH STREET ASSOC. WATER SYSTEM","KERN","SWS","CA1510018","ROSAMOND CSD","Community water system","KERN","CA1502744 60TH STREET ASSOC. WATER SYSTEM - CA1510018 ROSAMOND CSD",2068.87634235216,"Route",724.21796,725.61975,724.57574,725.68018,725.12555,1.10444
"480","CA1502753",469,1,"TEHACHAPI CHURCH OF THE NAZARENE","KERN","SWS","CA1510020","TEHACHAPI, CITY OF","Community water system","KERN","CA1502753 TEHACHAPI CHURCH OF THE NAZARENE - CA1510020 TEHACHAPI, CITY OF",379.017158735424,"Route",1277.67896,1271.44617,1271.44617,1278.15015,1274.79816,6.70398
"481","CA1503104",100,5,"BURTCH CONSTRUCTION","KERN","SWS","CA1510015","OILDALE MWC","Community water system","KERN","CA1503104 BURTCH CONSTRUCTION - CA1510015 OILDALE MWC",7303.695595152,"Route",177.62936,168.77147,168.77147,184.35783,176.05952,15.58636
"482","CA1503290",120,1,"THE GARLIC COMPANY","KERN","SWS","CA1510015","OILDALE MWC","Community water system","KERN","CA1503290 THE GARLIC COMPANY - CA1510015 OILDALE MWC",9238.5641774976,"Route",121.66565,113.61305,113.61305,122.74203,116.942963,9.12898
"483","CA1503292",50,2,"WEATHERFORD U.S., L.P.","KERN","SWS","CA1510055","CWS - NORTH GARDEN","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"484","CA1503310",26,4,"RANCHO RIO EQUESTRIAN CENTER","KERN","SWS","CA1510003","CWS - BAKERSFIELD","Community water system","KERN","CA1503310 RANCHO RIO EQUESTRIAN CENTER - CA1510003 CWS - BAKERSFIELD",1455.93562179648,"Route",129.13806,129.05069,128.95284,129.25366,129.043208,0.30082
"485","CA1503330",60,9,"GCG WATER SYSTEM","KERN","SWS","CA1510031","BAKERSFIELD, CITY OF","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"486","CA1503336",53,1,"GOLDEN EMPIRE CONCRETE COMPANY","KERN","SWS","CA1510031","BAKERSFIELD, CITY OF","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"487","CA1503349",2437,20,"WM. BOLTHOUSE FARMS, INC.","KERN","SWS","CA1510003","CWS - BAKERSFIELD","Community water system","KERN","CA1503349 WM. BOLTHOUSE FARMS, INC. - CA1510003 CWS - BAKERSFIELD",6080.2678508352,"Route",131.44785,123.68815,123.68815,130.58141,125.690582,6.89326
"488","CA1503350",50,2,"TEHACHAPI VALLEY UNITED METHODIST CHURCH","KERN","SWS","CA1510045","GOLDEN HILLS CSD","Community water system","KERN","CA1503350 TEHACHAPI VALLEY UNITED METHODIST CHURCH - CA1510045 GOLDEN HILLS CSD",753.89334268512,"Route",1274.77576,1268.87915,1267.974,1273.25208,1269.5601,5.27808
"489","CA1503360",460,2,"DIAMOND JIM S CASINO","KERN","SWS","CA1510018","ROSAMOND CSD","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"490","CA1503392",150,1,"FOUR TWENTY 420 CLUB","KERN","SWS","CA1510003","CWS - BAKERSFIELD","Community water system","KERN","CA1503392 FOUR TWENTY 420 CLUB - CA1510003 CWS - BAKERSFIELD",7840.2032519184,"Route",151.20242,209.37987,146.65244,209.37987,171.873372,62.72743
"491","CA1503397",107,4,"CALVARY CHAPEL","KERN","SWS","CA1510020","TEHACHAPI, CITY OF","Community water system","KERN","CA1503397 CALVARY CHAPEL - CA1510020 TEHACHAPI, CITY OF",6852.3300009648,"Route",1260.53162,1233.1925,1233.1925,1262.45605,1249.050292,29.26355
"492","CA1503440",700,51,"CALIFORNIA RESOURCES ELK HILLS","KERN","SWS","CA1510022","WEST KERN WATER DISTRICT","Community water system","KERN","CA1503440 CALIFORNIA RESOURCES ELK HILLS - CA1510022 WEST KERN WATER DISTRICT",6231.1494707616,"Route",96.34475,111.7551,94.02423,111.7551,101.59601,17.73087
"493","CA1503509",35,2,"THE ANNE SIPPI CLINIC-RIVERSIDE RANCH","KERN","SWS","CA1510003","CWS - BAKERSFIELD","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"494","CA1503526",29,12,"WINI MUTUAL WATER COMPANY","KERN","SWS","CA1510003","CWS - BAKERSFIELD","Community water system","KERN","CA1503526 WINI MUTUAL WATER COMPANY - CA1510003 CWS - BAKERSFIELD",9865.3610780736,"Route",119.51236,120.94275,120.17824,125.75416,123.895813,5.57592
"495","CA1503537",45,1,"CEMEX CONSTRUCTION MATERIALS PACIFIC LLC","KERN","SWS","CA1510031","BAKERSFIELD, CITY OF","Community water system","KERN","CA1503537 CEMEX CONSTRUCTION MATERIALS PACIFIC LLC - CA1510031 BAKERSFIELD, CITY OF",5489.3496247392,"Route",102.76168,104.64348,101.95819,104.64348,104.36547,2.68529
"496","CA1503543",25,6,"SUMMIT INDUSTRIAL PARK WATER SYSTEM","KERN","SWS","CA1510020","TEHACHAPI, CITY OF","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"497","CA1503645",50,1,"ROBERTS INVESTMENTS WATER SYSTEM","KERN","SWS","CA1510014","MOJAVE PUD","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"498","CA1503646",406,3,"CHRISTIAN LIFE ASSEMBLY WATER SYSTEM","KERN","SWS","CA1510020","TEHACHAPI, CITY OF","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"499","CA1503648",70,5,"GRACE COMMUNITY CHURCH WATER SYSTEM","KERN","SWS","CA1510003","CWS - BAKERSFIELD","Community water system","KERN","CA1503648 GRACE COMMUNITY CHURCH WATER SYSTEM - CA1510003 CWS - BAKERSFIELD",1312.053521064,"Route",106.3753,106.42178,106.42178,106.51528,106.452947,0.0935
"500","CA1503649",38,5,"DALE DAVIS - ENOS LANE FACILITY","KERN","SWS","CA1510029","VAUGHN WC INC","Community water system","KERN","CA1503649 DALE DAVIS - ENOS LANE FACILITY - CA1510029 VAUGHN WC INC",10567.26482724,"Route",99.87305,103.43488,99.86706,103.43488,100.522568,3.56782
"501","CA1503650",25,9,"GEORGE DAISA WATER SYSTEM","KERN","SWS","CA1510031","BAKERSFIELD, CITY OF","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"502","CA1503651",102,3,"TEHACHAPI WINE AND CATTLE CO.","KERN","SWS","CA1510038","BEAR VALLEY CSD","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"503","CA1503655",34,4,"BILLINGSLEY DVM WATER SYSTEM","KERN","SWS","CA1510014","MOJAVE PUD","Community water system","KERN","CA1503655 BILLINGSLEY DVM WATER SYSTEM - CA1510014 MOJAVE PUD",9912.4622397504,"Route",1243.91956,1197.22986,1197.22986,1243.69922,1212.910863,46.46936
"504","CA1503658",100,1,"CROSSOVER CHURCH OF ROSEDALE WS","KERN","SWS","CA1510029","VAUGHN WC INC","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"505","CA1503661",83,3,"TRIASSIC LEGACY VINEYARDS WATER SYSTEM","KERN","SWS","CA1510038","BEAR VALLEY CSD","Community water system","KERN","CA1503661 TRIASSIC LEGACY VINEYARDS WATER SYSTEM - CA1510038 BEAR VALLEY CSD",6474.9510454992,"Route",1229.15601,1276.08826,1228.57495,1276.08826,1257.378214,47.51331
"506","CA1503663",72,5,"WONDERFUL HULLING & SHELLING WS","KERN","SWS","CA1510022","WEST KERN WATER DISTRICT","Community water system","KERN","CA1503663 WONDERFUL HULLING & SHELLING WS - CA1510022 WEST KERN WATER DISTRICT",3100.13486715504,"Route",111.19041,112.28586,97.50199,112.28586,105.14098,14.78387
"507","CA1503664",205,5,"SOLEDAD MOUNTAIN PROJECT WATER SYSTEM","KERN","SWS","CA1510014","MOJAVE PUD","Community water system","KERN","CA1503664 SOLEDAD MOUNTAIN PROJECT WATER SYSTEM - CA1510014 MOJAVE PUD",10820.5442213616,"Route",884.97327,867.1355,867.1355,889.00427,878.282813,21.86877
"508","CA1503666",33,2,"SOS CRANE AND TRUCKING","KERN","SWS","CA1510029","VAUGHN WC INC","Community water system","KERN","CA1503666 SOS CRANE AND TRUCKING - CA1510029 VAUGHN WC INC",9829.023716952,"Route",99.85772,103.43488,99.85342,103.43488,100.633497,3.58146
"509","CA1503667",28,2,"DERREL'S MINI STORAGE #66","KERN","SWS","CA1510031","BAKERSFIELD, CITY OF","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"510","CA1503669",28,10,"NORTH KRANENBURG WS","KERN","SWS","CA1510029","VAUGHN WC INC","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"511","CA1503677",150,3,"DORNER FAMILY VINEYARDS","KERN","SWS","CA1510020","TEHACHAPI, CITY OF","Community water system","KERN","CA1503677 DORNER FAMILY VINEYARDS - CA1510020 TEHACHAPI, CITY OF",5696.2632790272,"Route",1295.85303,1224.61243,1224.61243,1303.53638,1261.414888,78.92395
"512","CA1503680",190,1,"SHEPHERD OF THE HILLS - TEHACHAPI","KERN","SWS","CA1510038","BEAR VALLEY CSD","Community water system","KERN","CA1503680 SHEPHERD OF THE HILLS - TEHACHAPI - CA1510038 BEAR VALLEY CSD",3543.47067862656,"Route",1212.44568,1276.08826,1215.16211,1276.08826,1252.676619,60.92615
"513","CA1503682",190,1,"SUNSELECT PRODUCE, INC.","KERN","SWS","CA1510020","TEHACHAPI, CITY OF","Community water system","KERN","CA1503682 SUNSELECT PRODUCE, INC. - CA1510020 TEHACHAPI, CITY OF",235.92063177936,"Route",1168.80627,1169.60315,1169.07678,1169.60315,1169.427693,0.52637
"514","CA1503684",36,13,"ONE FORTY EIGHT EAST WATER SYSTEM","KERN","SWS","CA1510017","INDIAN WELLS VALLEY W.D.","Community water system","KERN","CA1503684 ONE FORTY EIGHT EAST WATER SYSTEM - CA1510017 INDIAN WELLS VALLEY W.D.",8366.0451678144,"Route",758.99609,773.19702,759.60291,773.19702,765.144588,13.59411
"515","CA1503686",25,1,"MILLENNIUM PACIFIC GREENHOUSES","KERN","SWS","CA1510020","TEHACHAPI, CITY OF","Community water system","KERN","CA1503686 MILLENNIUM PACIFIC GREENHOUSES - CA1510020 TEHACHAPI, CITY OF",2288.79780327792,"Route",1174.44727,1169.60315,1169.60315,1173.0741,1171.242506,3.47095
"516","CA1510004",900,248,"CASA LOMA WATER CO, INC.","KERN","SWS","CA1510003","CWS - BAKERSFIELD","Community water system","KERN",NA,0,"Intersect",0,0,0,0,0,0
"517","CA1510036",805,265,"INYOKERN CSD","KERN","SWS","CA1510017","INDIAN WELLS VALLEY W.D.","Community water system","KERN","CA1510036 INYOKERN CSD - CA1510017 INDIAN WELLS VALLEY W.D.",13715.4244275312,"Route",740.77539,735.40741,735.40741,742.30347,739.384454,6.89606
"518","CA1510053",0,15,"ANTELOPE VALLEY E KERN WTR AGY-ROSAMOND","KERN","SWS","CA1910070","LOS ANGELES CWWD 40,REG 4 & 34-LANCASTER","Community water system","LOS ANGELES","CA1510053 ANTELOPE VALLEY E KERN WTR AGY-ROSAMOND - CA1910070 LOS ANGELES CWWD 40,REG 4 & 34-LANCASTER",5580.587727,"Route",901.21741,819.44135,819.44135,880.14081,833.35508,60.69946
"519","CA1510302",103,3,"CSP - TULE ELK","KERN","SWS","CA1510022","WEST KERN WATER DISTRICT","Community water system","KERN","CA1510302 CSP - TULE ELK - CA1510022 WEST KERN WATER DISTRICT",2895.96414739632,"Route",89.38123,93.54605,92.86555,94.6504,93.56384,1.78485
"520","CA1510702",418,117,"EDWARDS AFB - AIR FORCE RESEARCH LAB","KERN","SWS","CA1510701","EDWARDS AFB - MAIN BASE","Community water system","KERN","CA1510702 EDWARDS AFB - AIR FORCE RESEARCH LAB - CA1510701 EDWARDS AFB - MAIN BASE",342.923629517568,"Route",700.97192,700.32037,700.32037,700.56158,700.440975,0.24121
